brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
6372,Fort Collins Brewing,1233800351,3.0,3.5,3.5,JohnGSO,Witbier,3.5,2.5,Major Tom's Pomegranate Wheat,4.8,22557
552,Scheldebrouwerij,1255293654,4.0,3.5,4.0,rvdoorn,Quadrupel (Quad),4.0,3.5,Straffe Toeback,9.5,53308
911,Klosterbrauerei Andechs,1280449111,4.0,3.5,3.5,Mora2000,Maibock / Helles Bock,4.0,4.0,Andechser Bergbock Hell,6.9,6724
812,Marin Brewing Company,1270437521,4.0,4.0,4.0,emmasdad,American IPA,4.0,4.0,Marin India Pale Ale,7.0,2519
13271,Les Brasseurs,1269460399,2.5,2.5,2.5,Nickls,Flanders Oud Bruin,3.0,2.5,Lion,,29136
209,Guinness Ltd.,1205554359,2.0,2.0,2.5,brdc,Euro Pale Lager,1.5,2.0,Harp Lager,5.0,862
9790,The Duck-Rabbit Craft Brewery,1204775918,4.5,4.0,4.5,nlmartin,Milk / Sweet Stout,4.0,4.5,Duck-Rabbit Milk Stout,5.7,20216
287,"Bell's Brewery, Inc.",1251151103,4.5,4.0,4.5,cdizinno,American Amber / Red Ale,4.5,4.5,Bell's Amber Ale,5.8,794
252,Bayerische Staatsbrauerei Weihenstephan,1205422911,3.5,3.5,3.5,Phyl21ca,Hefeweizen,3.5,3.5,Weihenstephaner Hefeweissbier,5.4,731
99,Matt Brewing Company,1304038540,4.0,4.0,4.0,mikesgroove,American Double / Imperial Stout,3.5,4.0,Saranac Imperial Stout,9.0,39272
6372,Fort Collins Brewing,1211239628,3.5,3.5,4.0,Bitterbill,American Double / Imperial Stout,3.5,3.5,Double Chocolate Stout,8.1,40798
540,Brouwerij De Horste,1073887851,3.5,4.0,3.5,TheLongBeachBum,Belgian Strong Pale Ale,4.0,4.0,Beatrix,10.0,5832
2743,Green Flash Brewing Co.,1296306767,4.0,4.5,4.0,inlimbo77,American IPA,4.0,4.5,Green Flash West Coast I.P.A.,7.3,22505
318,Castello Di Udine S.p.A.,1303380662,3.5,3.5,3.0,xylophonica,Bock,3.0,3.5,Castello Rossa,6.5,68274
150,"Lion Brewery, Inc.",1246478809,1.5,2.0,3.5,bonbini26,American Amber / Red Lager,2.0,2.0,Stegmaier Amber Lager,5.3,47413
30,Avery Brewing Company,1316846698,4.0,4.5,4.5,Justin23060,American Brown Ale,4.5,4.0,Ellie's Brown Ale,5.5,2894
877,River Horse Brewing Co.,1131142250,4.0,4.0,3.5,Billolick,American Pale Ale (APA),3.5,3.5,River Horse Hop Hazard Pale Ale,6.5,3680
339,Flying Fish Brewing Company,1316981882,4.0,4.5,4.0,properhops,Dubbel,3.5,3.5,Belgian Style Dubbel,7.0,1027
1199,Founders Brewing Company,1277866353,5.0,4.5,4.5,newk340,American Double / Imperial Stout,4.5,5.0,Founders KBS (Kentucky Breakfast Stout),11.2,19960
339,Flying Fish Brewing Company,1244611399,4.0,3.0,3.0,matty,Dubbel,4.0,4.0,Belgian Style Dubbel,7.0,1027
99,Matt Brewing Company,1263867974,4.0,4.0,3.5,LumpyGuitar,American Pale Ale (APA),4.0,4.0,Saranac Big Moose Ale,5.3,53202
435,Minhas Craft Brewery,1180933841,3.0,4.0,3.5,Ricochet,Euro Dark Lager,3.0,3.5,Berghoff Genuine Dark Beer,5.4,1315
147,Stone Brewing Co.,1300591448,4.0,4.0,4.0,oldsailor,American Black Ale,4.0,4.0,Stone Sublimely Self-Righteous Ale,8.7,38470
1549,Goose Island Beer Co.,1275532030,4.0,5.0,4.5,djbreezy,American Double / Imperial Stout,4.5,5.0,Bourbon County Brand Stout,14.5,10672
16315,BrewDog,1206412241,3.5,3.5,4.0,prototypic,American Double / Imperial Stout,3.5,3.5,BrewDog Paradox Speyside (Batch 005) - Glen Moray 1992,10.0,41680
700,Elysian Brewing Company,1227413367,3.5,4.0,3.0,lackenhauser,American IPA,3.5,4.0,Avatar Jasmine IPA,6.3,20771
454,Arcadia Brewing Company,1297007413,3.5,3.5,4.0,salvo,Old Ale,4.0,4.0,Arcadia Big Dick's Olde Ale,8.0,33426
132,Rogue Ales,1324358353,4.0,4.0,3.5,biboergosum,Smoked Beer,3.5,4.0,Voodoo Doughnut Maple Bacon Ale,5.6,72720
744,Little Creatures Brewing Company,1251388662,4.5,4.0,4.0,mulder1010,American Pale Ale (APA),4.0,4.0,Little Creatures Pale Ale,5.2,3327
35,Boston Beer Company (Samuel Adams),1266290690,4.0,4.0,4.0,riored4v,Tripel,4.5,4.0,Samuel Adams New World Tripel (Barrel Room Collection),10.0,53773
284,Sapporo Breweries Ltd.,1172936373,3.0,2.0,2.5,bort11,Japanese Rice Lager,3.0,2.0,Sapporo Premium Beer,5.0,10071
105,Miller Brewing Co.,1321196186,3.0,2.0,2.5,TippySelenoid,American Malt Liquor,3.0,3.0,Mickey's,5.6,810
4475,Braucommune in Freistadt,1092456001,4.0,3.0,3.0,rkhaze,Märzen / Oktoberfest,4.0,3.5,Marzen,4.9,19317
26,Three Floyds Brewing Co. & Brewpub,1208304796,4.5,4.0,4.5,younger35,American Porter,4.5,4.5,Alpha Klaus Christmas (Xmas) Porter,6.0,7438
48,Brouwerij Van Steenberge N.V.,1307391539,4.0,4.0,4.5,puboflyons,Belgian Pale Ale,3.5,4.0,Bruegel Amber Ale,5.2,1645
19897,Evolution Craft Brewing Company,1302549729,4.0,3.0,4.0,BZero007,American Strong Ale,4.0,4.5,Winter Migration (2010 Bourbon-Barrel Dark Ale),10.5,65746
863,Russian River Brewing Company,1290358256,5.0,4.0,4.5,woosterbill,American IPA,3.0,4.0,Blind Pig IPA,6.1,22790
3521,De Proefbrouwerij (bvba Andelot),1175103212,4.0,4.0,4.0,BEERchitect,Dubbel,3.5,4.0,Andelot Cuvee Angelique,7.0,19257
75,Grupo Modelo S.A. de C.V.,1200373086,1.5,2.0,2.0,MisterClean,American Adjunct Lager,1.5,2.0,Corona Extra,4.6,232
379,Moosehead Breweries Ltd.,1280615505,4.5,3.5,2.5,WeezyBoPeep,American Pale Lager,3.5,3.5,Moosehead Lager,5.0,1053
10097,Harpoon Brewery,1097193239,4.0,3.5,4.0,ElGordo,Märzen / Oktoberfest,3.5,3.5,Harpoon Octoberfest Beer,5.5,313
287,"Bell's Brewery, Inc.",1283302273,3.0,3.0,3.5,bierenutz,Märzen / Oktoberfest,3.0,3.5,Bell's Octoberfest Beer,5.5,32695
392,Weyerbacher Brewing Co.,1276112927,4.5,4.0,4.5,jeffthecheff,American IPA,4.5,4.0,India,7.2,56074
4067,Fordham Brewing Company,1249252770,4.5,4.0,4.0,bum732,Altbier,3.5,3.0,Fordham Copperhead Ale,4.7,4043
192,New Belgium Brewing,1066065805,4.0,4.0,4.0,Nytemare,American Amber / Red Ale,3.5,4.0,Fat Tire Amber Ale,5.2,607
3049,Elgood and Sons Ltd,1221271098,4.5,3.0,4.0,gford217,English Porter,3.5,3.5,Original Flag Porter 1825,5.0,7282
158,Great Divide Brewing Company,1228780690,4.5,4.0,4.5,magictrokini,Russian Imperial Stout,4.5,5.0,Oak Aged Yeti Imperial Stout,9.5,19216
507,Gulpener Bierbrouwerij B.V.,1187746538,4.5,4.5,4.0,Shades,Flanders Oud Bruin,4.0,4.5,Mestreechs Aajt (US - Non-Saccharin Version),5.0,17879
423,Boulevard Brewing Co.,1230018775,4.5,4.5,4.5,Reaper16,American IPA,4.0,4.0,Single-Wide I.P.A.,5.7,46606
142,Spaten-Franziskaner-Bräu,1124581573,4.0,4.0,4.0,Albinoh,Munich Helles Lager,3.0,3.5,Spaten Münchner Hell (Premium Lager),5.2,1944
396,AleSmith Brewing Company,1308161470,4.5,4.5,4.0,Knapp85,Belgian Strong Dark Ale,4.0,4.5,AleSmith Grand Cru Ale,10.0,27371
287,"Bell's Brewery, Inc.",1022262340,3.0,4.0,4.0,Wildman,Czech Pilsener,3.0,3.0,Bell's Beer,5.3,3070
3,Abita Brewing Co.,1217899920,3.0,4.0,4.0,drinksandeats,American IPA,4.0,3.0,Jockamo IPA,6.5,39390
119,Otter Creek Brewing / Wolaver's,1297205907,4.0,4.0,4.5,cavedave,American Black Ale,3.5,4.5,Otter Creek (Alpine) Black IPA,6.0,62050
140,Sierra Nevada Brewing Co.,1259969541,2.5,2.5,2.5,seanyfo,Extra Special / Strong Bitter (ESB),3.0,2.5,Sierra Nevada ESB (Early Spring Beer),5.9,40492
142,Spaten-Franziskaner-Bräu,1227684451,4.5,4.0,4.5,callmescraps,Hefeweizen,3.0,3.5,Franziskaner Hefe-Weisse,5.0,1946
22951,Clown Shoes,1310093654,4.0,4.0,4.0,ArrogantDeadGuy,Witbier,4.0,4.0,Clementine,6.0,58609
205,Buffalo Bill's Brewery,1064795914,3.5,4.5,4.0,hatchethead,Pumpkin Ale,3.0,4.0,Buffalo Bill's Pumpkin Ale,5.2,643
697,Kiuchi Brewery,1175048245,3.0,3.5,3.5,marcobrau,Belgian Strong Pale Ale,4.0,3.5,Hitachino Nest Red Rice Ale,7.0,4770
870,Moylan's Brewery,1292465843,3.5,5.0,5.0,TheSquirrel801,American Double / Imperial IPA,5.0,5.0,Hopsickle Imperial India Pale Ale,9.2,25259
47,Brouwerij Boon,1143409254,4.5,4.5,4.5,skye,Lambic - Fruit,4.5,4.5,Boon Oude Kriek,6.5,8047
18149,The Lost Abbey,1282779805,4.0,4.0,4.5,SamN,American Strong Ale,5.0,4.5,The Angel's Share - Brandy Barrel-Aged,12.0,42296
141,Smuttynose Brewing Company,1299779698,4.5,4.5,4.0,sprucetip,Doppelbock,3.5,4.5,Smuttynose S'muttonator (Big Beer Series),8.5,21296
2097,Kuhnhenn Brewing Company,1270001926,1.0,4.5,4.0,seaoflament,American Double / Imperial Stout,2.0,1.5,Kuhnhenn Imperial Crème Brûlée Java Stout,8.0,54993
918,Hops Grillhouse & Brewery,1140318671,3.0,3.0,3.0,Jredner,English Brown Ale,3.0,3.0,Hops Alligator Ale,,2922
48,Brouwerij Van Steenberge N.V.,1143131816,4.5,4.0,4.0,BuckeyeNation,Belgian Pale Ale,4.0,4.5,Bière Du Boucanier Red,7.0,20237
29,Anheuser-Busch,1232194621,4.0,2.0,3.0,WakeandBake,American Adjunct Lager,3.0,3.0,Natural Ice,5.9,653
113,Samuel Smith Old Brewery (Tadcaster),1045928673,4.5,4.0,4.0,StevieW,Euro Pale Lager,4.0,4.5,Samuel Smith's Pure Brewed Lager Beer,5.0,574
2641,New Old Lompoc Brewery,1307638654,4.0,3.5,4.0,canucklehead,Milk / Sweet Stout,4.0,4.0,Sockeye Cream Stout,5.8,12174
141,Smuttynose Brewing Company,1318917026,4.0,3.0,4.0,ChadQuest,Russian Imperial Stout,4.5,4.0,Smuttynose Imperial Stout (Big Beer Series),9.8,185
18371,Pretty Things Beer & Ale Project,1257118767,3.5,3.5,3.5,capra12,Saison / Farmhouse Ale,4.0,3.5,Jack D'or,6.4,46290
610,Bear Republic Brewing Co.,1274378047,3.0,4.0,3.5,champ103,American Double / Imperial IPA,3.5,3.0,Apex,7.5,22172
887,Utenos Alus,1289000409,3.5,3.5,3.0,Bouleboubier,Baltic Porter,4.0,3.5,Porter,6.8,4878
162,Ipswich Ale Brewery,1128637182,4.0,4.0,4.0,Hibernator,American Amber / Red Ale,4.0,4.5,Ipswich Harvest Ale,6.9,25581
45,Brooklyn Brewery,1246332284,4.0,4.0,4.5,aristeros,Belgian Strong Pale Ale,5.0,4.0,Brooklyn Local 1,9.0,35328
1627,Eel River Brewing Co.,1298020387,2.0,2.0,2.0,AwYeh,Fruit / Vegetable Beer,2.0,2.0,Acai Berry Wheat,4.0,48953
3818,Southern Tier Brewing Company,1303595155,4.5,4.5,4.0,seanyfo,American Double / Imperial Stout,5.0,4.5,Choklat,11.0,40058
35,Boston Beer Company (Samuel Adams),1225997276,4.0,3.5,3.0,jlruthven84,Winter Warmer,3.5,4.0,Samuel Adams Old Fezziwig Ale,5.9,1881
10099,Dogfish Head Brewery,1175786795,3.0,4.0,4.0,zebulon,American Double / Imperial IPA,3.5,4.5,Burton Baton,10.0,18862
296,St. Peter's Brewery Co Ltd,1132216346,4.0,4.0,4.0,mdagnew,Milk / Sweet Stout,4.0,5.0,St. Peter's Cream Stout,6.5,2442
261,Cisco Brewers Inc.,1316990750,3.0,4.0,4.0,oberon,American IPA,3.0,3.0,Indie Pale Ale,7.58,40242
147,Stone Brewing Co.,1240537515,3.5,4.5,4.5,Jekster,American Amber / Red Ale,4.0,4.0,Stone Levitation Ale,4.4,6301
9865,Brewsters Brewing Company & Restaurant - Lake Bonavista,1129175930,3.0,2.5,2.5,BigRedN,American Pale Lager,3.0,3.0,Flying Frog Lager,5.0,25961
5318,Port Brewing Company / Pizza Port,1297150789,4.5,4.0,4.0,womencantsail,Hefeweizen,4.0,4.5,Flying Hawaiin Hefeweizen,6.5,65659
132,Rogue Ales,1043945182,4.5,4.0,4.5,TheJoj,American Porter,4.0,4.5,Mocha Porter,5.3,353
48,Brouwerij Van Steenberge N.V.,1221462318,4.5,4.0,3.5,jenitivecase,Flanders Oud Bruin,4.0,3.5,Monk's Café Flemish Sour Ale,5.5,10482
197,Brasserie Fischer / Fischer Biere d' Alsace,1092349802,4.0,3.5,3.5,Bourre,Euro Pale Lager,4.0,3.5,Pêcheur,,19304
132,Rogue Ales,1143594181,5.0,4.0,5.0,MrHolland,Oatmeal Stout,5.0,4.5,Shakespeare Oatmeal Stout,6.1,56973
45,Brooklyn Brewery,1275077544,5.0,4.0,4.5,GregoryVII,American Amber / Red Lager,4.0,4.0,Brooklyn Lager,5.2,148
418,Left Hand Brewing Company,1252008307,2.5,4.5,5.0,Scriba,American Double / Imperial Stout,3.5,3.5,Oak Aged Imperial Stout,10.0,15915
139,Shipyard Brewing Co.,1194658198,3.0,3.0,3.0,Gmann,English India Pale Ale (IPA),3.5,3.5,Shipyard IPA,5.8,693
454,Arcadia Brewing Company,1139674118,4.5,4.0,4.5,DrJay,American Double / Imperial IPA,3.5,3.5,Arcadia HopMouth Double IPA,8.1,27286
18,Freeminer Brewery Ltd.,1044897371,4.0,3.5,3.0,schoolteacher,Herbed / Spiced Beer,3.5,4.0,Shakemantle Ginger Ale,5.0,856
285,Brauerei Schloss Eggenberg,1148309310,4.0,4.0,4.5,davidchollar,Doppelbock,4.0,4.0,Samichlaus Bier,14.0,776
648,Köstritzer Schwarzbierbrauerei GmbH & Co.,1320803039,4.5,4.0,4.0,Kartoffeln,Schwarzbier,4.5,4.0,Köstritzer Schwarzbier,4.8,1774
273,SweetWater Brewing Company,1237257021,3.0,2.5,3.0,nsmartell,American Pale Ale (APA),3.0,3.5,Sweetwater 420 Extra Pale Ale,5.4,751
10099,Dogfish Head Brewery,1300335336,4.0,3.5,4.0,patoakes7,American IPA,4.5,4.5,ApriHop,7.0,3951
10099,Dogfish Head Brewery,1255480621,5.0,4.0,3.5,jeffjeff1,Pumpkin Ale,4.5,4.5,Punkin Ale,7.0,6260
47,Brouwerij Boon,1273369387,5.0,3.5,3.5,pmlondrigan,Gueuze,4.5,4.0,Boon Oude Geuze Mariage Parfait,8.0,5357
17981,Cigar City Brewing,1270737726,4.5,4.5,4.5,PittBeerGirl,Russian Imperial Stout,5.0,4.5,110K+OT Batch #2 - I.R.I.S. - Barrel Aged,11.5,51469
739,Brouwerij De Ranke,1126560736,4.0,5.0,4.0,bark,Belgian IPA,4.5,4.5,De Ranke XX Bitter,6.2,2656
73,Great Lakes Brewing Company,1271295074,3.5,3.0,4.5,taylorhamrick,English India Pale Ale (IPA),3.0,3.5,Great Lakes Commodore Perry IPA,7.5,1575
18149,The Lost Abbey,1176674772,4.0,3.5,4.5,hoppymeal,Bière de Garde,4.0,3.5,Avant Garde,7.0,30423
13014,Surly Brewing Company,1296938475,4.0,4.5,4.0,nkersten,American Double / Imperial IPA,4.0,4.0,Abrasive Ale,9.0,46849
5,Yakima Brewing Co. / Bert Grant's Ales,1079903767,4.0,3.0,3.5,pheurton,Scottish Ale,3.0,3.0,Bert Grant's Scottish Ale,4.7,11
20688,16 Mile Brewing Company,1310773537,3.0,3.0,4.5,woodychandler,American Blonde Ale,3.5,3.0,Blues' Golden Ale,5.9,60135
446,Traverse Brewing Company,1031410336,3.5,4.0,3.5,stoutman,American Amber / Red Ale,3.5,4.0,Traverse Brewing Manitou Amber Ale,5.2,3915
763,Moonlight Brewing Company,1163030735,5.0,3.5,4.5,TikkiGodxxx,Czech Pilsener,5.0,4.5,Reality Czeck,4.8,22173
433,Molson Coors Canada,1005822422,2.0,2.0,3.0,John,American Amber / Red Ale,2.0,2.0,Rickard's Red,5.2,2037
22511,Hill Farmstead Brewery,1309920958,4.5,5.0,4.5,Thorpe429,American Double / Imperial IPA,5.0,5.0,Galaxy Imperial Single Hop IPA,8.0,67760
193,Anderson Valley Brewing Company,997094366,5.0,4.0,4.0,Todd,Oatmeal Stout,5.0,5.0,Barney Flats Oatmeal Stout,5.7,615
15711,HaandBryggeriet,1291952029,4.0,4.0,4.0,Neffbeer,Winter Warmer,4.0,4.5,Bestefar,9.0,63901
418,Left Hand Brewing Company,1175885252,3.5,4.5,4.5,allengarvin,American Double / Imperial Stout,4.0,4.0,Oak Aged Imperial Stout,10.0,15915
202,Brouwerij Bosteels,1299892982,5.0,4.5,4.5,BelgiumBill,Tripel,4.5,5.0,Tripel Karmeliet,8.4,656
396,AleSmith Brewing Company,1174262755,4.0,5.0,5.0,WeisGuy,American Double / Imperial Stout,4.0,5.0,AleSmith Speedway Stout,12.0,3833
14879,Hoppin' Frog Brewery,1201145334,4.5,4.5,4.5,stopbarking,Russian Imperial Stout,4.0,4.0,B.O.R.I.S. The Crusher Oatmeal-Imperial Stout,9.4,33644
35,Boston Beer Company (Samuel Adams),1171246732,3.5,4.0,3.5,DoubleJ,English Brown Ale,4.0,3.5,Samuel Adams Brown Ale,5.35,27514
1199,Founders Brewing Company,1290818602,4.0,4.5,3.5,codewarrior,Scotch Ale / Wee Heavy,4.0,4.0,Founders Backwoods Bastard,10.2,35036
741,"Lakefront Brewery, Inc.",1232925163,4.0,3.5,4.0,riversider76,Munich Dunkel Lager,4.0,3.5,Eastside Dark,5.52,2220
215,Bières de Chimay S.A.,1162057476,4.5,4.5,4.0,barneby,Dubbel,4.5,5.0,Chimay Première (Red),7.0,672
1628,Southampton Publick House,1130191821,4.5,4.0,3.5,far333,American IPA,3.5,4.5,Southampton IPA,6.5,8312
1837,Buckeye Brewing Company,1154129334,4.0,4.0,4.5,bluejacket74,Foreign / Export Stout,3.5,4.5,Old Mammoth Stout,6.5,7862
1549,Goose Island Beer Co.,1272833260,4.5,4.5,4.5,Blakaeris,American Double / Imperial Stout,4.5,5.0,Bourbon County Brand Coffee Stout,13.0,57747
2743,Green Flash Brewing Co.,1239625271,4.5,4.5,4.0,yesyouam,American IPA,4.5,4.5,Green Flash West Coast I.P.A.,7.3,22505
28,Anchor Brewing Company,1151757664,3.0,3.5,3.5,bigdeuce,English Barleywine,3.0,3.5,Anchor Old Foghorn,8.2,1445
16060,Weeping Radish Eco Farm & Brewery,1191199866,4.0,4.0,4.0,akorsak,Märzen / Oktoberfest,4.0,4.0,Fest Amber Lager,5.2,38883
173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1249092893,4.5,4.5,4.5,DarkerTheBetter,American Strong Ale,4.0,5.0,Fred From The Wood,10.0,20768
2641,New Old Lompoc Brewery,1268277013,2.5,3.0,3.0,aeroguy,American Strong Ale,3.0,2.0,LSD (Lompoc Strong Draft),6.9,9700
5318,Port Brewing Company / Pizza Port,1204674436,4.5,4.0,4.0,RblWthACoz,American Double / Imperial IPA,4.0,4.5,Hop 15,10.0,31323
841,Brasserie à Vapeur,1064465902,3.0,3.5,4.0,gueuzeonhigh,Belgian Strong Pale Ale,4.0,3.5,Vapeur En Folie,8.0,5253
1114,Bullfrog Brewery,1263514580,4.5,4.5,4.0,glid02,American IPA,4.0,4.5,Undead Ed,,52805
1567,Brew Moon Restaurant & Microbrewery,956966401,3.5,3.5,2.0,Todd,Lambic - Fruit,4.0,4.0,Brew Moon Fris Opdienen,,559
73,Great Lakes Brewing Company,1248984738,1.5,1.5,3.5,hossua34,Saison / Farmhouse Ale,3.5,2.0,Great Lakes Grassroots Ale,6.2,45558
2796,Brouwerij 't Gaverhopke,1295061309,4.5,4.5,4.0,sitarist,Saison / Farmhouse Ale,4.0,4.0,Koerseklakske,5.5,64091
583,Saint Louis Brewery / Schlafly Tap Room,1065809997,3.5,3.5,4.0,maxpower,Saison / Farmhouse Ale,3.5,3.5,Schlafly Saison,6.2,10317
12516,Thirsty Dog Brewing Company,1261078184,4.0,4.5,4.0,natelocc787,Russian Imperial Stout,3.5,3.5,Siberian Night Imperial Stout,9.7,8023
364,Maritime Pacific Brewing Company,1180154898,5.0,5.0,5.0,ChrisCastillo,American Double / Imperial IPA,5.0,5.0,Imperial Pale Ale,7.5,957
147,Stone Brewing Co.,1321919109,3.5,3.5,4.0,AshleyMiller,Pumpkin Ale,4.0,3.5,The Bruery / Elysian / Stone La Citrueille Celeste De Citracado,5.0,74272
141,Smuttynose Brewing Company,1319516967,3.5,4.0,4.0,Lemke10,Pumpkin Ale,3.5,3.5,Smuttynose Pumpkin Ale,6.0,11819
911,Klosterbrauerei Andechs,1258389038,4.0,4.5,4.5,BillyBoysPie,Doppelbock,4.5,4.5,Andechser Doppelbock Dunkel,7.1,2899
198,De Ridder Brewery,1064956919,5.0,4.5,4.0,NeroFiddled,Witbier,4.0,4.5,Wieckse Witte,5.0,625
4045,Russell Brewing Company,1247890458,4.5,3.5,4.0,Maltzilla,English India Pale Ale (IPA),4.0,4.0,IP'eh!,6.5,49822
287,"Bell's Brewery, Inc.",1271017610,5.0,4.0,4.0,jmich24,American Pale Wheat Ale,4.0,4.0,Bell's Oberon Ale,5.8,1094
68,Flying Dog Brewery,1209340521,4.0,3.0,3.0,robbyc1,Witbier,3.5,3.5,Woody Creek White,4.8,37014
4,Allagash Brewing Company,1230312423,2.0,3.0,3.5,LilBeerDoctor,Tripel,2.5,2.5,Allagash Curieux (Bourbon Barrel-Aged Tripel),11.0,16909
403,"Pyramid Breweries, Inc.",1145583501,2.0,3.0,2.0,goochpunch,American IPA,4.0,2.0,Thunderhead IPA,6.7,1544
215,Bières de Chimay S.A.,1062441138,4.5,5.0,4.5,marburg,Tripel,4.5,4.5,Chimay Tripel (White),8.0,1346
283,Brouwerij Liefmans,1325781092,4.5,5.0,4.5,XicanoBeerRun,Flanders Oud Bruin,4.5,4.5,Goudenband,8.0,773
2743,Green Flash Brewing Co.,1296711755,4.0,4.5,4.0,canucklehead,American Barleywine,4.0,4.0,Barleywine Style Ale,10.9,33599
201,Brouwerij De Dolle Brouwers,1135654727,4.0,4.5,4.5,filabrazilia,Tripel,4.0,4.0,De Dolle Dulle Teve (Mad Bitch),10.0,1116
2372,Terrapin Beer Company,1286369534,4.0,3.5,4.0,nlmartin,American Brown Ale,4.0,4.0,Terrapin Hop Karma IPA,6.0,36195
583,Saint Louis Brewery / Schlafly Tap Room,1292640984,3.5,3.5,4.0,thetomG,Russian Imperial Stout,3.5,3.5,Schlafly Reserve - Imperial Stout,10.5,33894
1550,Rock Bottom Restaurant & Brewery,1127399322,3.5,3.5,4.0,DrunkMcDermott,Extra Special / Strong Bitter (ESB),3.0,3.5,Rock Bottom JB's Extra Special Bitter,,25967
26,Three Floyds Brewing Co. & Brewpub,1185854015,4.0,3.5,3.0,Halcyondays,Scottish Ale,3.5,3.5,Robert The Bruce Scottish Ale,6.5,1159
3835,Drake's Brewing Co.,1099951828,4.0,4.0,4.0,Boilermaker88,Extra Special / Strong Bitter (ESB),4.0,4.0,Drake's Amber Ale,5.9,8304
143,Spoetzl Brewery,1249866979,4.0,3.5,4.0,homebrewhawk,Schwarzbier,4.0,3.5,Bohemian Black Lager,4.9,32575
710,Jacob Leinenkugel Brewing Company,1033664965,2.0,3.0,4.0,aaronh,Euro Dark Lager,2.5,2.0,Leinenkugel's Creamy Dark,4.9,2940
69,"Wild Goose Brewery, LLC",1128046129,3.5,3.5,4.0,EPseja,English Brown Ale,3.0,4.0,Blue Ridge HopFest,4.8,2119
3463,Brouwerij Contreras,1294717322,3.5,3.5,3.5,BeerAdvocate,Belgian Pale Ale,3.5,4.0,Valeir Blond,6.5,57082
203,Greene King / Morland Brewery,1170557174,3.0,3.0,4.0,RoyalT,English Pale Ale,3.5,3.0,Hen's Tooth,6.5,878
12985,Laughing Dog Brewing,1299471678,3.5,3.5,3.5,Glibber,American IPA,3.5,4.0,Laughing Dog Rocket Dog Rye IPA,6.9,60305
45,Brooklyn Brewery,1253497316,4.0,4.0,4.0,heliosphann,Russian Imperial Stout,3.5,3.5,Brooklyn Black OPS,10.7,40149
458,Real Ale Brewing Company,1235883100,4.0,2.0,3.0,jujubeast6000,American Porter,4.0,3.5,Shade Grown Coffee Porter,6.3,14660
22928,Barrier Brewing Company,1303868907,3.5,4.0,4.0,metter98,Belgian Pale Ale,4.0,4.0,Barrier Belgian #1,7.5,60817
149,Brasserie Lefèbvre SA,1076437795,2.0,3.0,3.0,GreenCard,Saison / Farmhouse Ale,3.0,2.5,Saison 1900,6.7,8937
394,Stoudts Brewing Co.,1083616358,4.0,4.0,4.0,sulldaddy,American IPA,3.5,4.5,Stoudt's India Pale Ale,7.5,3517
898,Heavy Seas Beer,1167578431,3.0,3.0,3.0,Cresant,Saison / Farmhouse Ale,3.0,2.5,Heavy Seas - Red Sky At Night (Saison Ale),7.5,17625
345,Victory Brewing Company,1287701469,3.5,3.5,3.5,audioserf,American Double / Imperial IPA,3.5,3.5,Hop Wallop,8.5,14916
140,Sierra Nevada Brewing Co.,1291422102,3.5,3.5,4.5,sjverla,American IPA,4.0,4.0,Sierra Nevada Celebration Ale,6.8,1904
141,Smuttynose Brewing Company,1252448832,4.5,3.5,4.0,tempest,Belgian Pale Ale,4.0,4.0,Smuttynose Star Island Single,5.1,43132
22893,Epic Brewing Co.,1317516920,4.0,4.0,3.5,smakawhat,Fruit / Vegetable Beer,4.0,4.0,Brainless On Peaches Belgian Style Ale,10.5,62823
139,Shipyard Brewing Co.,1052673273,3.5,4.0,3.5,feloniousmonk,English India Pale Ale (IPA),3.5,3.5,Shipyard IPA,5.8,693
132,Rogue Ales,1119069563,3.0,4.0,3.5,silver0rlead,Fruit / Vegetable Beer,3.5,4.0,Buckwheat Ale,4.8,1194
435,Minhas Craft Brewery,1262566540,4.5,3.0,4.0,Brettster,American Pale Ale (APA),3.0,4.0,Berkshire Springs Stock Ale,6.0,21007
610,Bear Republic Brewing Co.,1315011842,4.0,4.5,4.0,mltobin,American IPA,4.0,4.0,Racer 5 India Pale Ale,7.0,2751
112,North Coast Brewing Co.,1079327995,4.0,4.5,4.0,FranklinPCombs,Belgian Strong Pale Ale,4.0,4.5,Pranqster,7.6,411
45,Brooklyn Brewery,1298843419,2.0,4.5,4.0,Jesse13713,Belgian Strong Dark Ale,2.0,2.5,Brooklyn Local 2,9.0,47678
1549,Goose Island Beer Co.,1268009687,3.5,4.0,4.0,brewdoc75,Belgian Pale Ale,4.5,3.5,Demolition,7.2,49003
915,New Zealand Breweries Limited,1191641533,3.0,2.0,2.0,Floydster,Euro Pale Lager,3.0,2.5,Steinlager,5.0,2945
3042,BJ's Restaurant & Brewhouse,1187389057,3.5,4.0,4.0,Bierguy5,American Double / Imperial Stout,4.0,3.5,Tatonka Stout,8.5,24483
4067,Fordham Brewing Company,1257575969,3.0,3.0,4.5,BatsforBeer,Altbier,3.0,2.5,Fordham Copperhead Ale,4.7,4043
